courseid,coursetitle,durationinseconds,releasedate,description,assessmentstatus,iscourseretired,course-author,tag
windows-server-2012-r2-new-features,Windows Server 2012 R2 New Features,12959,2014-02-17T00:00:00Z,"This course introduces the new and important features of Windows Server 2012 R2. By taking it, you'll learn what the difference is between Windows Server 2012 and Windows Server 2012 R2. You'll also learn how you can get the most out of these features in your own real world environment.",None,no,Orin Thomas,admin windows-server server admin windows-server server
windows-server-2012-secure-remote-access-with-directaccess,Windows Server 2012 Implementing DirectAccess,17512,2013-03-11T00:00:00Z,"Windows Server 2012 Implementing DirectAccess will provide network engineers with essential information and guidance to successfully plan, implement, and support a DirectAccess remote access solution for their managed Windows clients. Strong working knowledge of general networking and Windows core infrastructure services (Active Directory, Group Policy, DNS, etc.) is required. Fundamental understanding of Windows administration is helpful.",None,no,Richard Hicks,directaccess windows-server-2012 trainsignal admin windows-server server security microsoft directaccess windows-server-2012 trainsignal admin windows-server server security microsoft
windows-vista-pt1-install,Windows Vista (70-620) Part 1: Install and Getting Started,10034,2007-03-22T00:00:00Z,"Part 1 of 4 in the Windows Vista (70-620) series is designed to teach you the tools and features in Windows Vista. You'll learn about the User Access Control, and all the other intricacies of this operating system. This course caters to both aspiring and current IT professional who want an in-depth look at Windows Vista.",None,no,Scott Skinger,mcts windows-vista trainsignal 70-620 admin microsoft mcts windows-vista trainsignal 70-620 admin microsoft
windows-vista-pt2-users-groups-networking,"Windows Vista (70-620) Part 2: Users, Groups, and Networking",18805,2007-03-22T00:00:00Z,"Part 2 of 4 in the Windows Vista (70-620) series is designed to teach you the tools and features in Windows Vista. You'll learn about the User Access Control, and all the other intricacies of this operating system. This course caters to both aspiring and current IT professional who want an in-depth look at Windows Vista.",None,no,Scott Skinger,mcts windows-vista trainsignal 70-620 admin microsoft mcts windows-vista trainsignal 70-620 admin microsoft
windows-vista-pt3-security-internet-explorer,Windows Vista (70-620) Part 3: Security and Internet Explorer,19166,2007-03-22T00:00:00Z,"Part 3 of 4 in the Windows Vista (70-620) series is designed to teach you the tools and features in Windows Vista. You'll learn about the User Access Control, and all the other intricacies of this operating system. This course caters to both aspiring and current IT professional who want an in-depth look at Windows Vista.",None,no,Scott Skinger,mcts windows-vista trainsignal 70-620 admin microsoft mcts windows-vista trainsignal 70-620 admin microsoft
windows-vista-pt4-advanced-features,Windows Vista (70-620) Part 4: Advanced Features,21112,2007-03-22T00:00:00Z,"Part 4 of 4 in the Windows Vista (70-620) series is designed to teach you the tools and features in Windows Vista. You'll learn about the User Access Control, and all the other intricacies of this operating system. This course caters to both aspiring and current IT professional who want an in-depth look at Windows Vista.",None,no,Scott Skinger,mcts windows-vista trainsignal 70-620 admin microsoft mcts windows-vista trainsignal 70-620 admin microsoft
windows-xp-pt1-initial-configuration,Windows XP (70-270) Part 1: Initial Configuration,12574,2006-09-24T00:00:00Z,"Part 1 of 4 in the Windows XP (70-720) series. The objective of this course is to teach you how to install, configure, and administer Windows XP Pro. This course starts with the basics of installing an operating system, but also takes you through the details the more advanced aspects of XP. This is an in-depth course that caters to both beginners and advanced users.",None,no,David Davis,windows-xp trainsignal admin microsoft 70-270 windows-xp trainsignal admin microsoft 70-270
windows-xp-pt2-security-printers-disks,"Windows XP (70-270) Part 2: Security, Printers and Disks",21633,2006-09-24T00:00:00Z,"Part 2 of 4 in the Windows XP (70-720) series. The objective of this course is to teach you how to install, configure, and administer Windows XP Pro. This course starts with the basics of installing an operating system, but also takes you through the details the more advanced aspects of XP. This is an in-depth course that caters to both beginners and advanced users.",None,no,David Davis,windows-xp trainsignal admin microsoft 70-270 windows-xp trainsignal admin microsoft 70-270
windows-xp-pt3-backup-restore-domain-users,Windows XP (70-270) Part 3: Backup and Restore and Domain Users,12483,2006-09-24T00:00:00Z,"Part 3 of 4 in the Windows XP (70-720) series. The objective of this course is to teach you how to install, configure, and administer Windows XP Pro. This course starts with the basics of installing an operating system, but also takes you through and details the more advanced aspects of XP. This is an in-depth course that caters to both beginners and advanced users.",None,no,David Davis,windows-xp trainsignal admin microsoft 70-270 windows-xp trainsignal admin microsoft 70-270
windows-xp-pt4-troubleshooting,Windows XP (70-270) Part 4: Troubleshooting & Additional Features,13141,2006-09-24T00:00:00Z,"Part 4 of 4 in the Windows XP (70-720) series. The objective of this course is to teach you how to install, configure, and administer Windows XP Pro. This course starts with the basics of installing an operating system, but also takes you through the details the more advanced aspects of XP. This is an in-depth course that caters to both beginners and advanced users.",None,no,David Davis,windows-xp trainsignal admin microsoft 70-270 windows-xp trainsignal admin microsoft 70-270
winjs-fundamentals,WinJS Fundamentals,10375,2013-12-05T00:00:00Z,"WinJS - the Windows Library for Javascript - is a framework created to help build Windows 8 applications using Javascript. This course will give an overview of the framework features and covers the fundamental parts that are the building blocks of the framework. The features covered in this course are classes, namespaces, mixins, events, bindings, promises and the navigation framework.",Live,no,Gergely Orosz,winjs desktop windows-8 microsoft developer javascript winjs desktop windows-8 microsoft developer javascript
winrt-components-dotnet,Building Windows Runtime Components,5002,2013-05-30T00:00:00Z,"In this course, we learn how to build Windows Runtime Components in C# for use in any Windows Store Application, whether the application is written in .NET, C++, or JavaScript. We cover what the Windows Runtime provides all applications. We learn the rules for creating new components in .NET. Finally, we spend time understanding what the projections look like into C++ and JavaScript.",Live,no,Scott Seely,winrt winmd desktop portable-class-libraries windows-8 microsoft developer c# winrt winmd desktop portable-class-libraries windows-8 microsoft developer c#
wmi-ps,WMI and Powershell,9002,2011-10-28T00:00:00Z,"WMI is a fantastic management tool that is built right into Windows client and server. With PowerShell, you can access all off WMI simply and easily. This course shows you how you can do that.",Live,no,Thomas Lee,wmi developer-tools powershell admin microsoft developer wmi developer-tools powershell admin microsoft developer
